Date,Ticker,Price,Close,High,Low,Open,Volume
2021-02-26,AAPL,118.46611022949219,121.26000213623047,124.8499984741211,121.19999694824219,122.58999633789062,164560400
2021-03-01,AAPL,124.84566497802734,127.79000091552734,127.93000030517578,122.79000091552734,123.75,116307900
2021-03-02,AAPL,122.2371826171875,125.12000274658203,128.72000122070312,125.01000213623047,128.41000366210938,102260900
2021-03-03,AAPL,119.24767303466797,122.05999755859375,125.70999908447266,121.83999633789062,124.80999755859375,112966300
2021-03-04,AAPL,117.36214447021484,120.12999725341797,123.5999984741211,118.62000274658203,121.75,178155000
2021-03-05,AAPL,118.6224365234375,121.41999816894531,121.94000244140625,117.56999969482422,120.9800033569336,153766600
2021-03-08,AAPL,113.67900848388672,116.36000061035156,121.0,116.20999908447266,120.93000030517578,154376600
2021-03-09,AAPL,118.30003356933594,121.08999633789062,122.05999755859375,118.79000091552734,119.02999877929688,129525800
2021-03-10,AAPL,117.2155990600586,119.9800033569336,122.16999816894531,119.44999694824219,121.69000244140625,111943300
2021-03-11,AAPL,119.14997863769531,121.95999908447266,123.20999908447266,121.26000213623047,122.54000091552734,103026500
2021-03-12,AAPL,118.24140167236328,121.02999877929688,121.16999816894531,119.16000366210938,120.4000015258789,88105100
2021-03-15,AAPL,121.1332015991211,123.98999786376953,124.0,120.41999816894531,121.41000366210938,92403800
2021-03-16,AAPL,122.67678833007812,125.56999969482422,127.22000122070312,124.72000122070312,125.69999694824219,115227900
2021-03-17,AAPL,121.88545989990234,124.76000213623047,125.86000061035156,122.33999633789062,124.05000305175781,111932600
2021-03-18,AAPL,117.75293731689453,120.52999877929688,123.18000030517578,120.31999969482422,122.87999725341797,121229700
2021-03-19,AAPL,117.22537231445312,119.98999786376953,121.43000030517578,119.68000030517578,119.9000015258789,185549500
2021-03-22,AAPL,120.54705047607422,123.38999938964844,123.87000274658203,120.26000213623047,120.33000183105469,111912300
2021-03-23,AAPL,119.71662139892578,122.54000091552734,124.23999786376953,122.13999938964844,123.33000183105469,95467100
2021-03-24,AAPL,117.32306671142578,120.08999633789062,122.9000015258789,120.06999969482422,122.81999969482422,88530500
2021-03-25,AAPL,117.8115463256836,120.58999633789062,121.66000366210938,119.0,119.54000091552734,98844700
2021-03-26,AAPL,118.4172592163086,121.20999908447266,121.4800033569336,118.91999816894531,120.3499984741211,94071200
2021-03-29,AAPL,118.5931167602539,121.38999938964844,122.58000183105469,120.7300033569336,121.6500015258789,80819200
2021-03-30,AAPL,117.13745880126953,119.9000015258789,120.4000015258789,118.86000061035156,120.11000061035156,85671900
2021-03-31,AAPL,119.33562469482422,122.1500015258789,123.5199966430664,121.1500015258789,121.6500015258789,118323800
2021-04-01,AAPL,120.16602325439453,123.0,124.18000030517578,122.48999786376953,123.66000366210938,75089100
2021-04-05,AAPL,122.99919891357422,125.9000015258789,126.16000366210938,123.06999969482422,123.87000274658203,88651200
2021-04-06,AAPL,123.30204772949219,126.20999908447266,127.12999725341797,125.6500015258789,126.5,80171300
2021-04-07,AAPL,124.95311737060547,127.9000015258789,127.91999816894531,125.13999938964844,125.83000183105469,83466700
2021-04-08,AAPL,127.35646057128906,130.36000061035156,130.38999938964844,128.52000427246094,128.9499969482422,88844600
2021-04-09,AAPL,129.9356231689453,133.0,133.0399932861328,129.47000122070312,129.8000030517578,106686700
2021-04-12,AAPL,128.21617126464844,131.24000549316406,132.85000610351562,130.6300048828125,132.52000427246094,91420000
2021-04-13,AAPL,131.33267211914062,134.42999267578125,134.66000366210938,131.92999267578125,132.44000244140625,91266500
2021-04-14,AAPL,128.98797607421875,132.02999877929688,135.0,131.66000366210938,134.94000244140625,87222800
2021-04-15,AAPL,131.4010772705078,134.5,135.0,133.63999938964844,133.82000732421875,89347100
2021-04-16,AAPL,131.06890869140625,134.16000366210938,134.6699981689453,133.27999877929688,134.3000030517578,84922400
2021-04-19,AAPL,131.73321533203125,134.83999633789062,135.47000122070312,133.33999633789062,133.50999450683594,94264200
2021-04-20,AAPL,130.0430908203125,133.11000061035156,135.52999877929688,131.80999755859375,135.02000427246094,94812300
2021-04-21,AAPL,130.42408752441406,133.5,133.75,131.3000030517578,132.36000061035156,68847100
2021-04-22,AAPL,128.90005493164062,131.94000244140625,134.14999389648438,131.41000366210938,133.0399932861328,84566500
2021-04-23,AAPL,131.2252197265625,134.32000732421875,135.1199951171875,132.16000366210938,132.16000366210938,78657500
2021-04-26,AAPL,131.61598205566406,134.72000122070312,135.05999755859375,133.55999755859375,134.8300018310547,66905100
2021-04-27,AAPL,131.2935791015625,134.38999938964844,135.41000366210938,134.11000061035156,135.00999450683594,66015800
2021-04-28,AAPL,130.5022430419922,133.5800018310547,135.02000427246094,133.0800018310547,134.30999755859375,107760100
2021-04-29,AAPL,130.40457153320312,133.47999572753906,137.07000732421875,132.4499969482422,136.47000122070312,151101000
2021-04-30,AAPL,128.43109130859375,131.4600067138672,133.55999755859375,131.07000732421875,131.77999877929688,109839500
2021-05-03,AAPL,129.48623657226562,132.5399932861328,134.07000732421875,131.8300018310547,132.0399932861328,75135100
2021-05-04,AAPL,124.9042739868164,127.8499984741211,131.49000549316406,126.69999694824219,131.19000244140625,137564700
2021-05-05,AAPL,125.1485366821289,128.10000610351562,130.4499969482422,127.97000122070312,129.1999969482422,84000900
2021-05-06,AAPL,126.750732421875,129.74000549316406,129.75,127.12999725341797,127.88999938964844,78128300
2021-05-07,AAPL,127.42597198486328,130.2100067138672,131.25999450683594,129.47999572753906,130.85000610351562,78973300
2021-05-10,AAPL,124.13782501220703,126.8499984741211,129.5399932861328,126.80999755859375,129.41000366210938,88071200
2021-05-11,AAPL,123.2179183959961,125.91000366210938,126.2699966430664,122.7699966430664,123.5,126142800
2021-05-12,AAPL,120.1450424194336,122.7699966430664,124.63999938964844,122.25,123.4000015258789,112172300
2021-05-13,AAPL,122.29801177978516,124.97000122070312,126.1500015258789,124.26000213623047,124.58000183105469,105861300
2021-05-14,AAPL,124.72498321533203,127.44999694824219,127.88999938964844,125.8499984741211,126.25,81918000
2021-05-17,AAPL,123.5702133178711,126.2699966430664,126.93000030517578,125.16999816894531,126.81999969482422,74244600
2021-05-18,AAPL,122.18058013916016,124.8499984741211,126.98999786376953,124.77999877929688,126.55999755859375,63342900
2021-05-19,AAPL,122.02401733398438,124.69000244140625,124.91999816894531,122.86000061035156,123.16000366210938,92612000
2021-05-20,AAPL,124.58798217773438,127.30999755859375,127.72000122070312,125.0999984741211,125.2300033569336,76857100
2021-05-21,AAPL,122.7481689453125,125.43000030517578,128.0,125.20999908447266,127.81999969482422,79295400
2021-05-24,AAPL,124.3824691772461,127.0999984741211,127.94000244140625,125.94000244140625,126.01000213623047,63092900
2021-05-25,AAPL,124.18675231933594,126.9000015258789,128.32000732421875,126.31999969482422,127.81999969482422,72009500
2021-05-26,AAPL,124.13782501220703,126.8499984741211,127.38999938964844,126.41999816894531,126.95999908447266,56575900
2021-05-27,AAPL,122.60137939453125,125.27999877929688,127.63999938964844,125.08000183105469,126.44000244140625,94625600
2021-05-28,AAPL,121.94571685791016,124.61000061035156,125.80000305175781,124.55000305175781,125.56999969482422,71311100
2021-06-01,AAPL,121.62274932861328,124.27999877929688,125.3499984741211,123.94000244140625,125.08000183105469,67637100
2021-06-02,AAPL,122.3860855102539,125.05999755859375,125.23999786376953,124.05000305175781,124.27999877929688,59278900
2021-06-03,AAPL,120.8985824584961,123.54000091552734,124.8499984741211,123.12999725341797,124.68000030517578,76229200
2021-06-04,AAPL,123.19832611083984,125.88999938964844,126.16000366210938,123.8499984741211,124.06999969482422,75169300
2021-06-07,AAPL,123.2081298828125,125.9000015258789,126.31999969482422,124.83000183105469,126.16999816894531,71057600
2021-06-08,AAPL,124.03018188476562,126.73999786376953,128.4600067138672,126.20999908447266,126.5999984741211,74403800
2021-06-09,AAPL,124.41180419921875,127.12999725341797,127.75,126.5199966430664,127.20999908447266,56877900
2021-06-10,AAPL,123.41362762451172,126.11000061035156,128.19000244140625,125.94000244140625,127.0199966430664,71186400
2021-06-11,AAPL,124.62713623046875,127.3499984741211,127.44000244140625,126.0999984741211,126.52999877929688,53522400
2021-06-14,AAPL,127.6902084350586,130.47999572753906,130.5399932861328,127.06999969482422,127.81999969482422,96906500
2021-06-15,AAPL,126.86819458007812,129.63999938964844,130.60000610351562,129.38999938964844,129.94000244140625,62746300
2021-06-16,AAPL,127.36727142333984,130.14999389648438,130.88999938964844,128.4600067138672,130.3699951171875,91815000
2021-06-17,AAPL,128.97216796875,131.7899932861328,132.5500030517578,129.64999389648438,129.8000030517578,96721700
2021-06-18,AAPL,127.670654296875,130.4600067138672,131.50999450683594,130.24000549316406,130.7100067138672,108953300
2021-06-21,AAPL,129.47129821777344,132.3000030517578,132.41000366210938,129.2100067138672,130.3000030517578,79663300
2021-06-22,AAPL,131.11538696289062,133.97999572753906,134.0800018310547,131.6199951171875,132.1300048828125,74783600
2021-06-23,AAPL,130.84136962890625,133.6999969482422,134.32000732421875,133.22999572753906,133.77000427246094,60214200
2021-06-24,AAPL,130.5575714111328,133.41000366210938,134.63999938964844,132.92999267578125,134.4499969482422,68711000
2021-06-25,AAPL,130.26397705078125,133.11000061035156,133.88999938964844,132.80999755859375,133.4600067138672,70783700
2021-06-28,AAPL,131.89825439453125,134.77999877929688,135.25,133.35000610351562,133.41000366210938,62111300
2021-06-29,AAPL,133.41510009765625,136.3300018310547,136.49000549316406,134.35000610351562,134.8000030517578,64556100
2021-06-30,AAPL,134.0316619873047,136.9600067138672,137.41000366210938,135.8699951171875,136.1699981689453,63261400
2021-07-01,AAPL,134.33502197265625,137.27000427246094,137.3300018310547,135.75999450683594,136.60000610351562,52485800
2021-07-02,AAPL,136.96749877929688,139.9600067138672,140.0,137.75,137.89999389648438,78852600
2021-07-06,AAPL,138.98345947265625,142.02000427246094,143.14999389648438,140.07000732421875,140.07000732421875,108181800
2021-07-07,AAPL,141.4789581298828,144.57000732421875,144.88999938964844,142.66000366210938,143.5399932861328,104911600
2021-07-08,AAPL,140.17739868164062,143.24000549316406,144.05999755859375,140.6699981689453,141.5800018310547,105575500
2021-07-09,AAPL,142.00738525390625,145.11000061035156,145.64999389648438,142.64999389648438,142.75,99890800
2021-07-12,AAPL,141.41043090820312,144.5,146.32000732421875,144.0,146.2100067138672,76299700
2021-07-13,AAPL,142.52606201171875,145.63999938964844,147.4600067138672,143.6300048828125,144.02999877929688,100827100
2021-07-14,AAPL,145.96102905273438,149.14999389648438,149.57000732421875,147.67999267578125,148.10000610351562,127050800
2021-07-15,AAPL,145.3053436279297,148.47999572753906,150.0,147.08999633789062,149.24000549316406,106820300
2021-07-16,AAPL,143.2600555419922,146.38999938964844,149.75999450683594,145.8800048828125,148.4600067138672,93251400
2021-07-19,AAPL,139.40428161621094,142.4499969482422,144.07000732421875,141.6699981689453,143.75,121434600
2021-07-20,AAPL,143.025146484375,146.14999389648438,147.10000610351562,142.9600067138672,143.4600067138672,96350000
2021-07-21,AAPL,142.29116821289062,145.39999389648438,146.1300048828125,144.6300048828125,145.52999877929688,74993500
2021-07-22,AAPL,143.6612548828125,146.8000030517578,148.1999969482422,145.80999755859375,145.94000244140625,77338200
2021-07-23,AAPL,145.38363647460938,148.55999755859375,148.72000122070312,146.9199981689453,147.5500030517578,71447400
2021-07-26,AAPL,145.80441284179688,148.99000549316406,149.8300018310547,147.6999969482422,148.27000427246094,72434100
2021-07-27,AAPL,143.6319122314453,146.77000427246094,149.2100067138672,145.5500030517578,149.1199951171875,104818600
2021-07-28,AAPL,141.8801727294922,144.97999572753906,146.97000122070312,142.5399932861328,144.80999755859375,118931200
2021-07-29,AAPL,142.52606201171875,145.63999938964844,146.5500030517578,144.5800018310547,144.69000244140625,56699500
2021-07-30,AAPL,142.74136352539062,145.86000061035156,146.3300018310547,144.11000061035156,144.3800048828125,70440600
2021-08-02,AAPL,142.4086151123047,145.52000427246094,146.9499969482422,145.25,146.36000061035156,62880000
2021-08-03,AAPL,144.20928955078125,147.36000061035156,148.0399932861328,145.17999267578125,145.80999755859375,64786600
2021-08-04,AAPL,143.80804443359375,146.9499969482422,147.7899932861328,146.27999877929688,147.27000427246094,56368300
2021-08-05,AAPL,143.91571044921875,147.05999755859375,147.83999633789062,146.1699981689453,146.97999572753906,46397700
2021-08-06,AAPL,143.22962951660156,146.13999938964844,147.11000061035156,145.6300048828125,146.35000610351562,54126800
2021-08-09,AAPL,143.1806640625,146.08999633789062,146.6999969482422,145.52000427246094,146.1999969482422,48908700
2021-08-10,AAPL,142.70040893554688,145.60000610351562,147.7100067138672,145.3000030517578,146.44000244140625,69023100
2021-08-11,AAPL,142.95523071289062,145.86000061035156,146.72000122070312,145.52999877929688,146.0500030517578,48493500
2021-08-12,AAPL,145.92489624023438,148.88999938964844,149.0500030517578,145.83999633789062,146.19000244140625,72282600
2021-08-13,AAPL,146.13070678710938,149.10000610351562,149.44000244140625,148.27000427246094,148.97000122070312,59375000
2021-08-16,AAPL,148.11048889160156,151.1199951171875,151.19000244140625,146.47000122070312,148.5399932861328,103296000
2021-08-17,AAPL,147.19900512695312,150.19000244140625,151.67999267578125,149.08999633789062,150.22999572753906,92229700
2021-08-18,AAPL,143.44525146484375,146.36000061035156,150.72000122070312,146.14999389648438,149.8000030517578,86326000
2021-08-19,AAPL,143.77850341796875,146.6999969482422,148.0,144.5,145.02999877929688,86960300
2021-08-20,AAPL,145.23880004882812,148.19000244140625,148.5,146.77999877929688,147.44000244140625,60549600
2021-08-23,AAPL,146.7285614013672,149.7100067138672,150.19000244140625,147.88999938964844,148.30999755859375,60131800
2021-08-24,AAPL,146.6403350830078,149.6199951171875,150.86000061035156,149.14999389648438,149.4499969482422,48606400
2021-08-25,AAPL,145.4054412841797,148.36000061035156,150.32000732421875,147.8000030517578,149.80999755859375,58991300
2021-08-26,AAPL,144.6017608642578,147.5399932861328,149.1199951171875,147.50999450683594,148.35000610351562,48597200
2021-08-27,AAPL,145.6406707763672,148.60000610351562,148.75,146.8300018310547,147.47999572753906,55802400
2021-08-30,AAPL,150.0706329345703,153.1199951171875,153.49000549316406,148.61000061035156,149.0,90956700
2021-08-31,AAPL,148.8063201904297,151.8300018310547,152.8000030517578,151.2899932861328,152.66000366210938,86453100
2021-09-01,AAPL,149.47279357910156,152.50999450683594,154.97999572753906,152.33999633789062,152.8300018310547,80313700
2021-09-02,AAPL,150.59007263183594,153.64999389648438,154.72000122070312,152.39999389648438,153.8699951171875,71115500
2021-09-03,AAPL,151.22714233398438,154.3000030517578,154.6300048828125,153.08999633789062,153.75999450683594,57808700
2021-09-07,AAPL,153.56951904296875,156.69000244140625,157.25999450683594,154.38999938964844,154.97000122070312,82278300
2021-09-08,AAPL,152.02099609375,155.11000061035156,157.0399932861328,153.97999572753906,156.97999572753906,74420200
2021-09-09,AAPL,151.00172424316406,154.07000732421875,156.11000061035156,153.9499969482422,155.49000549316406,57305700
2021-09-10,AAPL,146.00331115722656,148.97000122070312,155.47999572753906,148.6999969482422,155.0,140893200
2021-09-13,AAPL,146.57174682617188,149.5500030517578,151.4199981689453,148.75,150.6300048828125,102404300
2021-09-14,AAPL,145.1702117919922,148.1199951171875,151.07000732421875,146.91000366210938,150.35000610351562,109296300
2021-09-15,AAPL,146.06207275390625,149.02999877929688,149.44000244140625,146.3699951171875,148.55999755859375,83281300
2021-09-16,AAPL,145.8268585205078,148.7899932861328,148.97000122070312,147.22000122070312,148.44000244140625,68034100
2021-09-17,AAPL,143.1512451171875,146.05999755859375,148.82000732421875,145.75999450683594,148.82000732421875,129868800
2021-09-20,AAPL,140.09336853027344,142.94000244140625,144.83999633789062,141.27000427246094,143.8000030517578,123478900
2021-09-21,AAPL,140.57362365722656,143.42999267578125,144.60000610351562,142.77999877929688,143.92999267578125,75834000
2021-09-22,AAPL,142.94541931152344,145.85000610351562,146.42999267578125,143.6999969482422,144.4499969482422,76404300
2021-09-23,AAPL,143.9058837890625,146.8300018310547,147.0800018310547,145.63999938964844,146.64999389648438,64838200
2021-09-24,AAPL,143.99411010742188,146.9199981689453,147.47000122070312,145.55999755859375,145.66000366210938,53477900
2021-09-27,AAPL,142.47499084472656,145.3699951171875,145.9600067138672,143.82000732421875,145.47000122070312,74150700
2021-09-28,AAPL,139.08389282226562,141.91000366210938,144.75,141.69000244140625,143.25,108972300
2021-09-29,AAPL,139.98553466796875,142.8300018310547,144.4499969482422,142.02999877929688,142.47000122070312,74602000
2021-09-30,AAPL,138.68206787109375,141.5,144.3800048828125,141.27999877929688,143.66000366210938,89056700
2021-10-01,AAPL,139.80914306640625,142.64999389648438,142.9199981689453,139.11000061035156,141.89999389648438,94639600
2021-10-04,AAPL,136.3690185546875,139.13999938964844,142.2100067138672,138.27000427246094,141.75999450683594,98322000
2021-10-05,AAPL,138.29983520507812,141.11000061035156,142.24000549316406,139.36000061035156,139.49000549316406,80861100
2021-10-06,AAPL,139.17208862304688,142.0,142.14999389648438,138.3699951171875,139.47000122070312,83221100
2021-10-07,AAPL,140.4364013671875,143.2899932861328,144.22000122070312,142.72000122070312,143.05999755859375,61732700
2021-10-08,AAPL,140.0541534423828,142.89999389648438,144.17999267578125,142.55999755859375,144.02999877929688,58773200
2021-10-11,AAPL,139.96595764160156,142.80999755859375,144.80999755859375,141.80999755859375,142.27000427246094,64452200
2021-10-12,AAPL,138.69187927246094,141.50999450683594,143.25,141.0399932861328,143.22999572753906,73035900
2021-10-13,AAPL,138.10379028320312,140.91000366210938,141.39999389648438,139.1999969482422,141.24000549316406,78762700
2021-10-14,AAPL,140.8970489501953,143.75999450683594,143.8800048828125,141.50999450683594,142.11000061035156,69907100
2021-10-15,AAPL,141.95553588867188,144.83999633789062,144.89999389648438,143.50999450683594,143.77000427246094,67940300
2021-10-18,AAPL,143.6314697265625,146.5500030517578,146.83999633789062,143.16000366210938,143.4499969482422,85589200
2021-10-19,AAPL,145.7974853515625,148.75999450683594,149.1699981689453,146.5500030517578,147.00999450683594,76378900
2021-10-20,AAPL,146.2875213623047,149.25999450683594,149.75,148.1199951171875,148.6999969482422,58418800
2021-10-21,AAPL,146.50314331054688,149.47999572753906,149.63999938964844,147.8699951171875,148.80999755859375,61421000
2021-10-22,AAPL,145.7288818359375,148.69000244140625,150.17999267578125,148.63999938964844,149.69000244140625,58883400
2021-10-25,AAPL,145.67984008789062,148.63999938964844,149.3699951171875,147.6199951171875,148.67999267578125,50720600
2021-10-26,AAPL,146.34634399414062,149.32000732421875,150.83999633789062,149.00999450683594,149.3300018310547,60893400
2021-10-27,AAPL,145.88568115234375,148.85000610351562,149.72999572753906,148.49000549316406,149.36000061035156,56094900
2021-10-28,AAPL,149.53160095214844,152.57000732421875,153.1699981689453,149.72000122070312,149.82000732421875,100077900
2021-10-29,AAPL,146.81674194335938,149.8000030517578,149.94000244140625,146.41000366210938,147.22000122070312,124953200
2021-11-01,AAPL,145.99349975585938,148.9600067138672,149.6999969482422,147.8000030517578,148.99000549316406,74588300
2021-11-02,AAPL,147.0323944091797,150.02000427246094,151.57000732421875,148.64999389648438,148.66000366210938,69122000
2021-11-03,AAPL,148.47312927246094,151.49000549316406,151.97000122070312,149.82000732421875,150.38999938964844,54511500
2021-11-04,AAPL,147.95364379882812,150.9600067138672,152.42999267578125,150.63999938964844,151.5800018310547,60394600
2021-11-05,AAPL,148.48370361328125,151.27999877929688,152.1999969482422,150.05999755859375,151.88999938964844,65463900
2021-11-08,AAPL,147.65921020507812,150.44000244140625,151.57000732421875,150.16000366210938,151.41000366210938,55020900
2021-11-09,AAPL,148.02235412597656,150.80999755859375,151.42999267578125,150.05999755859375,150.1999969482422,56787900
2021-11-10,AAPL,145.18576049804688,147.9199981689453,150.1300048828125,147.85000610351562,150.02000427246094,65187100
2021-11-11,AAPL,145.13673400878906,147.8699951171875,149.42999267578125,147.67999267578125,148.9600067138672,41000000
2021-11-12,AAPL,147.21751403808594,149.99000549316406,150.39999389648438,147.47999572753906,148.42999267578125,63804000
2021-11-15,AAPL,147.22732543945312,150.0,151.8800048828125,149.42999267578125,150.3699951171875,59222800
2021-11-16,AAPL,148.2088623046875,151.0,151.49000549316406,149.33999633789062,149.94000244140625,59256200
2021-11-17,AAPL,150.65283203125,153.49000549316406,155.0,150.99000549316406,151.0,88807000
2021-11-18,AAPL,154.95184326171875,157.8699951171875,158.6699981689453,153.0500030517578,153.7100067138672,137827700
2021-11-19,AAPL,157.5823211669922,160.5500030517578,161.02000427246094,156.52999877929688,157.64999389648438,117305600
2021-11-22,AAPL,158.04364013671875,161.02000427246094,165.6999969482422,161.0,161.67999267578125,117467900
2021-11-23,AAPL,158.4264373779297,161.41000366210938,161.8000030517578,159.05999755859375,161.1199951171875,96041900
2021-11-24,AAPL,158.94664001464844,161.94000244140625,162.13999938964844,159.63999938964844,160.75,69463600
2021-11-26,AAPL,153.9114532470703,156.80999755859375,160.4499969482422,156.36000061035156,159.57000732421875,76959800
2021-11-29,AAPL,157.27809143066406,160.24000549316406,161.19000244140625,158.7899932861328,159.3699951171875,88748200
2021-11-30,AAPL,162.24452209472656,165.3000030517578,165.52000427246094,159.9199981689453,159.99000549316406,174048100
2021-12-01,AAPL,161.72433471679688,164.77000427246094,170.3000030517578,164.52999877929688,167.47999572753906,152052500
2021-12-02,AAPL,160.7329864501953,163.75999450683594,164.1999969482422,157.8000030517578,158.74000549316406,136739200
2021-12-03,AAPL,158.84848022460938,161.83999633789062,164.9600067138672,159.72000122070312,164.02000427246094,118023100
2021-12-06,AAPL,162.26419067382812,165.32000732421875,167.8800048828125,164.27999877929688,164.2899932861328,107497000
2021-12-07,AAPL,168.01585388183594,171.17999267578125,171.5800018310547,168.33999633789062,169.0800018310547,120405400
2021-12-08,AAPL,171.84378051757812,175.0800018310547,175.9600067138672,170.6999969482422,172.1300048828125,116998900
2021-12-09,AAPL,171.33335876464844,174.55999755859375,176.75,173.9199981689453,174.91000366210938,108923700
2021-12-10,AAPL,176.13299560546875,179.4499969482422,179.6300048828125,174.69000244140625,175.2100067138672,115402700
2021-12-13,AAPL,172.49156188964844,175.74000549316406,182.1300048828125,175.52999877929688,181.1199951171875,153237000
2021-12-14,AAPL,171.10760498046875,174.3300018310547,177.74000549316406,172.2100067138672,175.25,139380400
2021-12-15,AAPL,175.98577880859375,179.3000030517578,179.5,172.30999755859375,175.11000061035156,131063300
2021-12-16,AAPL,169.0758819580078,172.25999450683594,181.13999938964844,170.75,179.27999877929688,150185800
2021-12-17,AAPL,167.97657775878906,171.13999938964844,173.47000122070312,169.69000244140625,169.92999267578125,195432700
2021-12-20,AAPL,166.61227416992188,169.75,170.5800018310547,167.4600067138672,168.27999877929688,107499100
2021-12-21,AAPL,169.79241943359375,172.99000549316406,173.1999969482422,169.1199951171875,171.55999755859375,91185900
2021-12-22,AAPL,172.39340209960938,175.63999938964844,175.86000061035156,172.14999389648438,173.0399932861328,92135300
2021-12-23,AAPL,173.0215606689453,176.27999877929688,176.85000610351562,175.27000427246094,175.85000610351562,68356600
2021-12-27,AAPL,176.99668884277344,180.3300018310547,180.4199981689453,177.07000732421875,177.08999633789062,74919600
2021-12-28,AAPL,175.97592163085938,179.2899932861328,181.3300018310547,178.52999877929688,180.16000366210938,79144300
2021-12-29,AAPL,176.0642547607422,179.3800048828125,180.6300048828125,178.13999938964844,179.3300018310547,62348900
2021-12-30,AAPL,174.9060821533203,178.1999969482422,180.57000732421875,178.08999633789062,179.47000122070312,59773000
2021-12-31,AAPL,174.28770446777344,177.57000732421875,179.22999572753906,177.25999450683594,178.08999633789062,64062300
2022-01-03,AAPL,178.64564514160156,182.00999450683594,182.8800048828125,177.7100067138672,177.8300018310547,104487900
