loss,mae,val_loss,val_mae,learning_rate
0.6784727573394775,0.18385179340839386,0.695381760597229,0.5176352858543396,0.0010000000474974513
0.32331299781799316,0.11987899243831635,0.43266579508781433,0.46498486399650574,0.0010000000474974513
0.17284221947193146,0.11074576526880264,0.2915072441101074,0.41563475131988525,0.0010000000474974513
0.10097935795783997,0.1031217947602272,0.24065345525741577,0.40840795636177063,0.0010000000474974513
0.06738989055156708,0.1005156934261322,0.21672400832176208,0.4066241681575775,0.0010000000474974513
0.04883747920393944,0.09589053690433502,0.16550301015377045,0.35735219717025757,0.0010000000474974513
0.03778425231575966,0.09184717386960983,0.1805606335401535,0.38818755745887756,0.0010000000474974513
0.029919728636741638,0.08909721672534943,0.146830216050148,0.3504495620727539,0.0010000000474974513
0.024693477898836136,0.08829725533723831,0.16082578897476196,0.3750583231449127,0.0010000000474974513
0.01886744610965252,0.07987671345472336,0.14755550026893616,0.36116501688957214,0.0010000000474974513
0.017258791252970695,0.08218628913164139,0.1075252816081047,0.30536943674087524,0.0010000000474974513
0.01677793078124523,0.08469987660646439,0.08606111258268356,0.27157387137413025,0.0010000000474974513
0.015188319608569145,0.0824408158659935,0.10062137246131897,0.30027198791503906,0.0010000000474974513
0.013735705055296421,0.08034837990999222,0.07086203247308731,0.24790732562541962,0.0010000000474974513
0.013388209976255894,0.08222371339797974,0.06383676081895828,0.23350128531455994,0.0010000000474974513
0.011906693689525127,0.07789500057697296,0.08043831586837769,0.26645219326019287,0.0010000000474974513
0.011030002497136593,0.07638155668973923,0.08996912837028503,0.28414425253868103,0.0010000000474974513
0.01198424119502306,0.08080840855836868,0.043748706579208374,0.19074572622776031,0.0010000000474974513
0.011371403001248837,0.07727853208780289,0.055360615253448486,0.21856509149074554,0.0010000000474974513
0.010539419949054718,0.07397515326738358,0.07933592796325684,0.269323468208313,0.0010000000474974513
0.009365723468363285,0.06952448189258575,0.0646619200706482,0.2403181791305542,0.0010000000474974513
0.01028413511812687,0.07184489071369171,0.061062391847372055,0.23434601724147797,0.0010000000474974513
0.008733458817005157,0.06673874706029892,0.017291590571403503,0.11504027247428894,0.0010000000474974513
0.010770988650619984,0.07455804944038391,0.044039007276296616,0.19632692635059357,0.0010000000474974513
0.009259892627596855,0.07088111340999603,0.015814123675227165,0.10775551944971085,0.0010000000474974513
0.00885066669434309,0.06696656346321106,0.02159426175057888,0.13051320612430573,0.0010000000474974513
0.009728529490530491,0.07248757779598236,0.056844357401132584,0.22766563296318054,0.0010000000474974513
0.009292076341807842,0.06937351077795029,0.013423260301351547,0.10389583557844162,0.0010000000474974513
0.008893482387065887,0.06854835152626038,0.014578763395547867,0.1089959517121315,0.0010000000474974513
0.010374960489571095,0.07435918599367142,0.03887078911066055,0.18481287360191345,0.0010000000474974513
0.009476843290030956,0.07087825983762741,0.022275704890489578,0.13643181324005127,0.0010000000474974513
0.009613549336791039,0.06956447660923004,0.00417471956461668,0.042975086718797684,0.0010000000474974513
0.009181266650557518,0.0692761093378067,0.02645164169371128,0.1511017382144928,0.0010000000474974513
0.009735158644616604,0.07075011730194092,0.035682570189237595,0.17430169880390167,0.0010000000474974513
0.00906959269195795,0.06867518275976181,0.020941590890288353,0.13003192842006683,0.0010000000474974513
0.009341487661004066,0.0693049281835556,0.029891280457377434,0.16031311452388763,0.0010000000474974513
0.008240132592618465,0.0638764351606369,0.02524540014564991,0.1428597867488861,0.0010000000474974513
0.009385891258716583,0.06866360455751419,0.011778810992836952,0.09274035692214966,0.0005000000237487257
0.008639884181320667,0.06849528849124908,0.025827031582593918,0.14707230031490326,0.0005000000237487257
0.009277538396418095,0.06827887147665024,0.01684608869254589,0.1168905645608902,0.0005000000237487257
0.007750859949737787,0.06403347849845886,0.02006468176841736,0.1281714290380478,0.0005000000237487257
0.008701052516698837,0.066813163459301,0.026735994964838028,0.15244969725608826,0.0005000000237487257
0.009202045388519764,0.06874441355466843,0.0483335517346859,0.2089061290025711,0.0002500000118743628
0.009064853191375732,0.0683249905705452,0.019341038540005684,0.128432497382164,0.0002500000118743628
0.008426341228187084,0.06496057659387589,0.02972843311727047,0.16186226904392242,0.0002500000118743628
0.00929270125925541,0.06783466041088104,0.03611433133482933,0.18031761050224304,0.0002500000118743628
0.007565544452518225,0.061857566237449646,0.017026467248797417,0.11921145766973495,0.0002500000118743628
